Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,UnitComments_en,Status
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 5: sea-surface temperature",0,,Interface sea-surface temperature,(see Note 1),K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 5: sea-surface temperature",1,,Skin sea-surface temperature,(see Note 2),K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 5: sea-surface temperature",2,,Sub-skin sea-surface temperature,(see Note 3),K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 5: sea-surface temperature",3,,Foundation sea-surface temperature,(see Note 4),K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 5: sea-surface temperature",4,,Estimated bias between sea-surface temperature and standard,,K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 5: sea-surface temperature",5,,Estimated standard deviation between sea surface temperature and standard,,K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 6: solar radiation",0,,Global solar irradiance,(see Note 1),W m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 6: solar radiation",1,,Global solar exposure,(see Note 2),J m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 6: solar radiation",2,,Direct solar irradiance,(see Note 3),W m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 6: solar radiation",3,,Direct solar exposure,(see Note 4),J m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 6: solar radiation",4,,Diffuse solar irradiance,(see Note 5),W m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 6: solar radiation",5,,Diffuse solar exposure,(see Note 6),J m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 0: temperature",0,,Temperature,,K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 0: temperature",1,,Electron temperature,,K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 0: temperature",2,,Proton temperature,,K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 0: temperature",3,,Ion temperature,,K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 0: temperature",4,,Parallel temperature,,K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 0: temperature",5,,Perpendicular temperature,,K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 0: temperature",6-191,,Reserved,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 0: temperature",192-254,,Reserved for local use,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 0: temperature",255,,Missing,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 1: momentum",0,,Velocity magnitude (speed),,m s-1,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 1: momentum",1,,1st vector component of velocity (coordinate system dependent),,m s-1,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 1: momentum",2,,2nd vector component of velocity (coordinate system dependent),,m s-1,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 1: momentum",3,,3rd vector component of velocity (coordinate system dependent),,m s-1,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 1: momentum",4-191,,Reserved,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 1: momentum",192-254,,Reserved for local use,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 1: momentum",255,,Missing,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 2: charged particle mass and number",0,,Particle number density,,m-3,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 2: charged particle mass and number",1,,Electron density,,m-3,Operational
