"No","Title_en","OctetNo","Contents_en","Note_en","Status"
296.00,"Grid definition template 3.110 - Equatorial azimuthal equidistant projection","47","Resolution and component flags","(see Flag table 3.3)","Operational"
297.00,"Grid definition template 3.110 - Equatorial azimuthal equidistant projection","48-51","Dx - x-direction grid length in units of 10-3 m as measured at the point of the axis",,"Operational"
298.00,"Grid definition template 3.110 - Equatorial azimuthal equidistant projection","52-55","Dy - y-direction grid length in units of 10-3 m as measured at the point of the axis",,"Operational"
299.00,"Grid definition template 3.110 - Equatorial azimuthal equidistant projection","56","Projection centre flag",,"Operational"
300.00,"Grid definition template 3.110 - Equatorial azimuthal equidistant projection","57","Scanning mode","(see Flag table 3.4)","Operational"
301.00,"Grid definition template 3.120 - azimuth-range projection","15-18","Nb - number of data bins along radials","(see Note)","Operational"
302.00,"Grid definition template 3.120 - azimuth-range projection","19-22","Nr - number of radials",,"Operational"
303.00,"Grid definition template 3.120 - azimuth-range projection","23-26","La1 - latitude of centre point",,"Operational"
304.00,"Grid definition template 3.120 - azimuth-range projection","27-30","Lo1 - longitude of centre point",,"Operational"
305.00,"Grid definition template 3.120 - azimuth-range projection","31-34","Dx - spacing of bins along radials",,"Operational"
306.00,"Grid definition template 3.120 - azimuth-range projection","35-38","Dstart - offset from origin to inner bound",,"Operational"
307.00,"Grid definition template 3.120 - azimuth-range projection","39","Scanning mode","(flags - see Flag table 3.4)","Operational"
308.00,"Grid definition template 3.120 - azimuth-range projection",,"40-(39+4Nr)   For each of Nr radials:",,"Operational"
309.00,"Grid definition template 3.120 - azimuth-range projection","(40+4(X-1))-(41+4(X-1))","Azi - starting azimuth, degrees*10 (degrees as north)",,"Operational"
310.00,"Grid definition template 3.120 - azimuth-range projection","(42+4(X-1))-(43+4(X-1))","Adelta - azimuthal width, degrees*100 (+ clockwise, - counterclockwise), with X = 1 to Nr",,"Operational"
311.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","15","Shape of the Earth","(see Code table 3.2)","Experimental"
312.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","16","Scale factor of radius of spherical Earth",,"Experimental"
313.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","17-20","Scaled value of radius of spherical Earth",,"Experimental"
314.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","21","Scale factor of major axis of oblate spheroid Earth",,"Experimental"
315.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","22-25","Scaled value of major axis of oblate spheroid Earth",,"Experimental"
316.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","26","Scale factor of minor axis of oblate spheroid Earth",,"Experimental"
317.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","27-30","Scaled value of minor axis of oblate spheroid Earth",,"Experimental"
318.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","31-34","Number of horizontal points",,"Experimental"
319.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","35-38","Basic angle of the initial production domain","(see Note 1)","Experimental"
320.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","39-42","Subdivisions of basic angle used to define extreme longitudes and latitudes","(see Note)","Experimental"
321.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","43-46","La1 - latitude of first grid point","(see Note 1)","Experimental"
322.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","47-50","Lo1 - longitude of first grid point","(see Note 1)","Experimental"
323.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","51","Scanning mode","(flags - see Flag table 3.4)","Experimental"
324.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","52-55","La2 - latitude of last grid point","(see Note 1)","Experimental"
325.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","56-59","Lo2 - longitude of last grid point","(see Note 1)","Experimental"
326.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","60","Type of horizontal line","(see Code table 3.20)","Experimental"
327.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","61-62","Number of vertical points",,"Experimental"
328.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","63","Physical meaning of vertical coordinate","(see Code table 3.15)","Experimental"
329.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","64","Vertical dimension coordinate values definition","(see Code table 3.21)","Experimental"
330.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","65-66","NC - number of coefficients or values used to specify vertical coordinates",,"Experimental"
331.00,"Grid definition template 3.1000 - cross-section grid with points equally spaced on the horizontal","67-(66+NC*4)","Coefficients to define vertical dimension coordinate values in functional form, or the explicit coordinate values (IEEE 32-bit floating-point values)",,"Experimental"
332.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","15","Shape of the Earth","(see Code table 3.2)","Experimental"
333.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","16","Scale factor of radius of spherical Earth",,"Experimental"
334.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","17-20","Scaled value of radius of spherical Earth",,"Experimental"
335.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","21","Scale factor of major axis of oblate spheroid Earth",,"Experimental"
336.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","22-25","Scaled value of major axis of oblate spheroid Earth",,"Experimental"
337.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","26","Scale factor of minor axis of oblate spheroid Earth",,"Experimental"
338.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","27-30","Scaled value of minor axis of oblate spheroid Earth",,"Experimental"
339.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","31-34","Number of horizontal points",,"Experimental"
340.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","35-38","Basic angle of the initial production domain","(see Note)","Experimental"
341.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","39-42","Subdivisions of basic angle used to define extreme longitudes and latitudes","(see Note)","Experimental"
342.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","43-46","La1 - latitude of first grid point","(see Note)","Experimental"
343.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","47-50","Lo1 - longitude of first grid point","(see Note)","Experimental"
344.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","51","Scanning mode","(flags - see Flag table 3.4)","Experimental"
345.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","52-55","La2 - latitude of last grid point","(see Note)","Experimental"
346.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","56-59","Lo2 - longitude of last grid point","(see Note)","Experimental"
347.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","60","Type of horizontal line","(see Code table 3.20)","Experimental"
348.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","61-64","NT - number of time steps",,"Experimental"
349.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","65","Unit of offset from reference time","(see Code table 4.4)","Experimental"
350.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","66-69","Offset from reference of first time (negative value when first bit set)",,"Experimental"
351.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","70","Type of time increment","(see Code table 4.11)","Experimental"
352.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","71","Unit of time increment","(see Code table 4.4)","Experimental"
353.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal","72-75","Time increment (negative value when first bit set)",,"Experimental"
354.00,"Grid definition template 3.1100 - Hovmoller diagram grid with points equally spaced on the horizontal",,"76-82   Last date/time",,"Experimental"
